timestamp,urgency,pop_prop_response,pop_prop_survival
2017-08-11T18:28:12,A,84,0.87
2017-08-11T18:21:43,A,84,0.87
2017-08-11T18:15:11,A,103,0.86
2017-08-11T18:23:45,H,392,1.0
2017-08-11T18:29:47,H,824,0.99
2017-08-11T18:45:45,H,103,1.0
2017-08-11T18:20:15,H,248,1.0
2017-08-11T18:24:08,H,178,1.0
2017-08-11T18:53:09,A,291,0.82
2017-08-11T18:52:17,A,1095,0.54
2017-08-11T19:04:34,H,61,1.0
2017-08-11T19:36,H,104,1.0
2017-08-11T19:14:12,H,61,1.0
2017-08-11T16:24:28,H,1152,0.98
2017-08-11T19:22:30,A,234,0.83
2017-08-11T18:50:06,H,2023,0.93
2017-08-11T19:40:55,A,325,0.81
2017-08-11T19:42:05,H,61,1.0
2017-08-11T19:31:32,H,909,0.99
2017-08-11T19:26:47,A,334,0.81
2017-08-11T19:24:32,A,58,0.87
2017-08-11T19:40:11,H,292,1.0
2017-08-11T19:39:05,A,256,0.83
2017-08-11T19:47:02,A,182,0.85
2017-08-11T20:07:33,A,294,0.82
2017-08-11T19:54:52,A,190,0.84
2017-08-11T20:13:54,H,307,1.0
2017-08-11T19:28:02,H,682,0.99
2017-08-11T20:35:47,A,297,0.82
2017-08-11T20:56:17,H,976,0.99
2017-08-11T20:24:02,A,90,0.86
2017-08-11T21:12:17,H,61,1.0
2017-08-11T21:17:43,H,256,1.0
2017-08-11T21:42:14,H,277,1.0
2017-08-11T20:48:09,A,436,0.78
2017-08-11T21:34:54,H,313,1.0
2017-08-11T21:19:14,A,450,0.78
2017-08-11T21:10:50,A,256,0.83
2017-08-11T21:40:46,A,356,0.8
2017-08-11T21:41:32,A,421,0.79
2017-08-11T21:31:48,H,410,1.0
2017-08-11T21:52:10,A,538,0.75
2017-08-11T21:57:07,H,857,0.99
2017-08-11T21:45:47,H,976,0.99
2017-08-11T21:41:52,A,859,0.64
2017-08-11T21:56:39,A,590,0.73
2017-08-11T20:56:17,H,1382,0.98
2017-08-11T22:20:47,H,314,1.0
2017-08-11T22:00:21,H,1940,0.94
2017-08-11T22:30:23,A,737,0.68
2017-08-11T22:21:47,H,702,0.99
2017-08-11T22:44:30,H,61,1.0
2017-08-11T22:27:58,A,116,0.86
2017-08-11T22:08:06,A,573,0.74
2017-08-11T22:41:52,A,269,0.83
2017-08-11T22:09:31,A,1380,0.43
2017-08-11T22:34:41,A,477,0.77
2017-08-11T22:21:08,A,1498,0.38
2017-08-11T21:43:32,H,3310,0.62
2017-08-11T21:31:48,H,1275,0.98
2017-08-11T22:50:24,H,414,1.0
2017-08-11T22:57:21,A,336,0.81
2017-08-11T23:11:19,A,258,0.83
2017-08-11T23:34:16,A,112,0.86
2017-08-11T23:09:20,H,2651,0.83
2017-08-12T00:04:52,A,103,0.86
2017-08-12T00:00:16,H,1406,0.97
2017-08-12T00:04:48,H,575,0.99
2017-08-12T00:44:42,H,0,1.0
2017-08-12T00:35:42,H,236,1.0
2017-08-12T00:52:41,H,315,1.0
2017-08-12T00:42:19,H,148,1.0
2017-08-12T00:33:10,H,432,0.99
2017-08-12T00:49:20,H,156,1.0
2017-08-12T01:07:37,A,194,0.84
2017-08-12T00:28:51,A,1080,0.55
2017-08-12T00:27:02,H,311,1.0
2017-08-12T01:36:26,H,61,1.0
2017-08-12T01:14:20,H,369,1.0
2017-08-12T01:16:40,H,1426,0.97
2017-08-12T01:35:54,H,1244,0.98
2017-08-12T02:21:11,H,61,1.0
2017-08-12T01:40:54,H,1543,0.97
2017-08-12T02:31:04,A,61,0.87
2017-08-12T02:06:04,H,321,1.0
2017-08-12T02:11:38,H,240,1.0
2017-08-12T02:48:06,H,277,1.0
2017-08-12T02:42:09,H,123,1.0
2017-08-12T02:13:24,H,1849,0.95
2017-08-12T02:45:42,A,248,0.83
2017-08-12T03:00:10,A,397,0.79
2017-08-12T03:06:13,H,61,1.0
2017-08-12T03:12:29,A,411,0.79
2017-08-12T03:16:49,A,429,0.78
2017-08-12T03:16:53,H,126,1.0
2017-08-12T03:03:13,A,827,0.65
2017-08-12T02:48:40,A,459,0.77
2017-08-12T03:46:47,A,144,0.85
2017-08-12T04:07:17,H,61,1.0
2017-08-12T03:29:28,A,80,0.87
2017-08-12T04:35:59,H,489,0.99
2017-08-12T05:09:27,H,61,1.0
2017-08-12T05:22:42,H,61,1.0
2017-08-12T05:01:15,A,552,0.75
2017-08-12T05:46:28,H,61,1.0
2017-08-12T06:08:37,A,228,0.83
2017-08-12T06:32:25,H,242,1.0
2017-08-12T06:45:55,A,61,0.87
2017-08-12T06:26:43,H,1468,0.97
2017-08-12T06:36:51,H,1395,0.98
2017-08-12T06:39:53,A,527,0.75
2017-08-12T07:24:35,H,182,1.0
2017-08-12T07:41:08,H,341,1.0
2017-08-12T08:00:49,H,182,1.0
2017-08-12T06:36:51,H,1507,0.97
2017-08-12T07:35:49,H,1062,0.99
2017-08-12T07:47:25,A,1856,0.25
2017-08-12T08:54:54,H,61,1.0
2017-08-12T09:04:34,H,61,1.0
2017-08-12T09:06:02,H,180,1.0
2017-08-12T09:16:19,H,128,1.0
2017-08-12T09:13:02,A,103,0.86
2017-08-12T09:26:29,H,80,1.0
2017-08-12T09:49:41,A,119,0.86
2017-08-12T09:47:17,H,61,1.0
2017-08-12T09:24:26,H,215,1.0
2017-08-12T09:57:58,H,61,1.0
2017-08-12T09:29:29,H,1290,0.98
2017-08-12T09:47:51,A,278,0.82
2017-08-12T09:59:21,H,251,1.0
2017-08-12T10:17:31,A,300,0.82
2017-08-12T10:29:41,H,123,1.0
2017-08-12T10:25:47,H,250,1.0
2017-08-12T10:34:48,A,340,0.81
2017-08-12T11:11:48,H,61,1.0
2017-08-12T10:51:58,A,230,0.83
2017-08-12T10:53:22,A,554,0.75
2017-08-12T11:08:31,A,103,0.86
2017-08-12T11:18:10,H,522,0.99
2017-08-12T11:59:33,A,236,0.83
2017-08-12T11:50:20,H,252,1.0
2017-08-12T12:15:43,H,61,1.0
2017-08-12T12:02:20,A,412,0.79
2017-08-12T11:50:23,A,242,0.83
2017-08-12T12:20:03,H,225,1.0
2017-08-12T12:08:03,H,482,0.99
2017-08-12T11:54:55,H,341,1.0
2017-08-12T12:17:22,A,156,0.85
2017-08-12T12:35:24,H,61,1.0
2017-08-12T12:29:39,A,256,0.83
2017-08-12T12:42:47,A,148,0.85
2017-08-12T12:55:13,H,207,1.0
2017-08-12T12:45:43,H,167,1.0
2017-08-12T12:42:08,A,185,0.84
2017-08-12T12:53:10,A,250,0.83
2017-08-12T13:03:32,H,381,1.0
2017-08-12T13:05:03,H,248,1.0
2017-08-12T13:33:10,H,156,1.0
2017-08-12T13:28:31,A,375,0.8
2017-08-12T13:26:35,A,180,0.85
2017-08-12T13:42:36,A,211,0.84
2017-08-12T13:34:15,H,287,1.0
2017-08-12T13:43:48,H,381,1.0
2017-08-12T13:45:28,A,523,0.76
2017-08-12T13:36:32,H,228,1.0
2017-08-12T13:52:39,A,118,0.86
2017-08-12T14:00:21,H,645,0.99
2017-08-12T13:55:08,H,410,1.0
2017-08-12T14:17:01,H,61,1.0
2017-08-12T13:46:12,H,601,0.99
2017-08-12T14:47:15,A,239,0.83
2017-08-12T14:38:15,H,588,0.99
2017-08-12T14:21:58,H,181,1.0
2017-08-12T15:20:39,H,358,1.0
2017-08-12T15:22:37,A,341,0.81
2017-08-12T15:20:10,A,61,0.87
2017-08-12T15:24:13,A,250,0.83
2017-08-12T15:49:42,H,430,0.99
2017-08-12T16:05,H,286,1.0
2017-08-12T15:53:53,A,1354,0.44
2017-08-12T16:33:21,A,369,0.8
2017-08-12T16:20:38,H,489,0.99
2017-08-12T16:43:59,A,153,0.85
2017-08-12T16:46:43,A,527,0.75
2017-08-12T17:12:52,H,60,1.0
2017-08-12T17:19:42,H,128,1.0
2017-08-12T17:25:35,H,228,1.0
2017-08-12T17:42:38,H,294,1.0
2017-08-12T17:52:20,A,194,0.84
2017-08-12T17:54:39,H,293,1.0
2017-08-12T17:51:35,A,181,0.85
2017-08-12T17:26:08,A,393,0.79
2017-08-12T18:07:44,H,84,1.0
2017-08-12T18:05:27,H,128,1.0
2017-08-12T18:26:43,H,194,1.0
2017-08-12T18:15:04,H,317,1.0
2017-08-12T18:08:19,A,118,0.86
2017-08-12T18:05:19,A,364,0.8
2017-08-12T18:24:22,A,248,0.83
2017-08-12T17:56:59,H,225,1.0
2017-08-12T18:32:04,H,250,1.0
2017-08-12T18:40:30,A,199,0.84
2017-08-12T18:58:24,A,153,0.85
2017-08-12T18:24:53,H,410,1.0
2017-08-12T18:51:30,A,315,0.81
2017-08-12T19:33:17,A,481,0.77
2017-08-12T19:43:06,H,386,1.0
2017-08-12T19:04:20,H,103,1.0
2017-08-12T20:15:36,H,61,1.0
2017-08-12T20:04:59,H,500,0.99
2017-08-12T19:24:39,H,421,1.0
2017-08-12T20:18,A,158,0.85
2017-08-12T20:22:56,A,470,0.77
2017-08-12T20:42:34,H,61,1.0
2017-08-12T20:29:47,H,84,1.0
2017-08-12T20:46:44,H,182,1.0
2017-08-12T20:52:44,H,391,1.0
2017-08-12T20:48:08,A,211,0.84
2017-08-12T20:42:47,H,123,1.0
2017-08-12T20:31:50,A,520,0.76
2017-08-12T20:40:38,A,514,0.76
2017-08-12T20:54:07,A,1179,0.51
2017-08-12T21:16:06,H,46,1.0
2017-08-12T21:25:54,H,315,1.0
2017-08-12T21:29:38,A,61,0.87
2017-08-12T21:41:04,H,46,1.0
2017-08-12T21:39:28,H,277,1.0
2017-08-12T20:55:11,A,2168,0.17
2017-08-12T22:01:58,H,329,1.0
2017-08-12T21:59:31,A,452,0.78
2017-08-12T22:09:39,H,61,1.0
2017-08-12T21:53:38,A,605,0.73
2017-08-12T22:12:07,H,294,1.0
2017-08-12T22:23:29,A,254,0.83
2017-08-12T22:03:35,H,61,1.0
2017-08-12T21:45:21,A,1565,0.35
2017-08-12T20:41:04,H,1980,0.94
2017-08-12T22:42:28,H,241,1.0
2017-08-12T23:13:25,H,288,1.0
2017-08-12T23:02:38,H,976,0.99
2017-08-12T23:02:10,H,778,0.99
2017-08-12T23:07:12,A,553,0.75
2017-08-12T23:02:58,A,491,0.77
2017-08-12T22:55:55,A,707,0.69
2017-08-12T23:19:16,H,211,1.0
2017-08-12T23:49:50,H,61,1.0
2017-08-12T23:47:52,H,1088,0.99
2017-08-12T23:42:38,H,315,1.0
2017-08-12T23:54:51,H,242,1.0
2017-08-13T00:09:29,H,121,1.0
2017-08-13T00:18:46,H,101,1.0
2017-08-13T00:01:22,A,321,0.81
2017-08-13T00:15:09,H,326,1.0
2017-08-13T00:29:53,A,84,0.87
2017-08-13T00:14:48,A,713,0.69
2017-08-13T00:47:50,H,61,1.0
2017-08-13T00:43:50,H,103,1.0
2017-08-13T00:02:44,A,906,0.62
2017-08-13T00:42:02,A,61,0.87
2017-08-13T00:55:55,A,182,0.85
2017-08-13T01:15:18,A,225,0.84
2017-08-13T00:15:09,H,441,0.99
2017-08-13T00:59,A,487,0.77
2017-08-13T00:36:31,H,790,0.99
2017-08-13T00:59:47,A,1911,0.23
2017-08-13T00:58:12,A,156,0.85
2017-08-13T01:13:52,A,61,0.87
2017-08-13T01:38:38,A,112,0.86
2017-08-13T01:41:06,A,422,0.79
2017-08-13T01:45:20,H,277,1.0
2017-08-13T01:36,H,619,0.99
2017-08-13T00:58:13,A,1272,0.47
2017-08-13T02:28:36,H,242,1.0
2017-08-13T02:31:40,H,266,1.0
2017-08-13T02:18:33,H,1291,0.98
2017-08-13T02:35:39,H,277,1.0
2017-08-13T02:33:36,H,280,1.0
2017-08-13T02:29:43,A,167,0.85
2017-08-13T02:54:22,H,314,1.0
2017-08-13T02:48:20,H,75,1.0
2017-08-13T02:52:48,H,277,1.0
2017-08-13T03:11:29,H,61,1.0
2017-08-13T03:20:02,H,225,1.0
2017-08-13T03:19:06,H,61,1.0
2017-08-13T03:14:19,H,346,1.0
2017-08-13T02:49:57,H,2170,0.92
2017-08-13T04:20:34,H,61,1.0
2017-08-13T04:23:51,H,61,1.0
2017-08-13T04:35:36,H,248,1.0
2017-08-13T04:34:44,H,190,1.0
2017-08-13T05:14:30,H,61,1.0
2017-08-13T04:45:12,A,84,0.87
2017-08-13T04:36:44,H,328,1.0
2017-08-13T06:38:45,H,561,0.99
2017-08-13T06:49:39,A,126,0.86
2017-08-13T07:15:59,A,160,0.85
2017-08-13T07:54:12,H,251,1.0
2017-08-13T07:55:19,H,61,1.0
2017-08-13T08:12:05,H,241,1.0
2017-08-13T08:34:34,H,320,1.0
2017-08-13T09:35:39,H,367,1.0
2017-08-13T09:50:24,H,163,1.0
2017-08-13T09:57:32,A,176,0.85
2017-08-13T10:12:47,A,58,0.87
2017-08-13T10:01:22,A,225,0.84
2017-08-13T10:07:26,H,560,0.99
2017-08-13T10:17:10,A,560,0.74
2017-08-13T10:39:59,H,589,0.99
2017-08-13T10:03:44,H,1290,0.98
2017-08-13T10:35:48,A,61,0.87
2017-08-13T10:54:28,H,61,1.0
2017-08-13T10:27:03,H,546,0.99
2017-08-13T11:02:13,H,240,1.0
2017-08-13T10:41:37,A,148,0.85
2017-08-13T10:55:22,A,607,0.73
2017-08-13T11:07:40,H,278,1.0
2017-08-13T11:17:44,A,103,0.86
2017-08-13T10:34:34,A,1127,0.53
2017-08-13T11:22:54,H,175,1.0
2017-08-13T11:08:12,A,873,0.63
2017-08-13T11:03:52,H,225,1.0
2017-08-13T10:07:26,H,1613,0.96
2017-08-13T11:11:08,A,799,0.66
2017-08-13T11:44:12,H,61,1.0
2017-08-13T11:33:24,H,878,0.99
2017-08-13T12:03:13,H,275,1.0
2017-08-13T11:36:17,H,867,0.99
2017-08-13T11:51:36,A,148,0.85
2017-08-13T11:07:09,A,1026,0.57
2017-08-13T12:03:56,H,103,1.0
2017-08-13T12:13:25,H,264,1.0
2017-08-13T11:57:25,H,773,0.99
2017-08-13T12:06:01,A,389,0.79
2017-08-13T12:52:49,A,126,0.86
2017-08-13T12:11:58,H,2129,0.92
2017-08-13T12:23:06,A,422,0.79
2017-08-13T10:07:26,H,2170,0.92
2017-08-13T12:48:07,A,181,0.85
2017-08-13T12:51:36,H,219,1.0
2017-08-13T13:19:17,A,561,0.74
2017-08-13T13:28:23,A,153,0.85
2017-08-13T12:49:42,H,1588,0.97
2017-08-13T13:36:34,H,410,1.0
2017-08-13T13:48:01,H,0,1.0
2017-08-13T10:07:26,H,1480,0.97
2017-08-13T13:57:05,A,254,0.83
2017-08-13T13:50:08,A,1123,0.53
2017-08-13T14:07:14,A,148,0.85
2017-08-13T14:16:06,H,178,1.0
2017-08-13T14:25:58,H,61,1.0
2017-08-13T14:21:41,A,268,0.83
2017-08-13T14:28:39,A,391,0.79
2017-08-13T14:40:49,H,61,1.0
2017-08-13T14:46:41,H,307,1.0
2017-08-13T14:46:41,H,307,1.0
2017-08-13T14:28:29,A,2016,0.2
2017-08-13T12:25:40,A,481,0.77
2017-08-13T14:40:15,H,673,0.99
2017-08-13T14:56:54,A,605,0.73
2017-08-13T14:26:37,A,568,0.74
2017-08-13T15:07:52,A,126,0.86
2017-08-13T15:24:07,A,276,0.82
2017-08-13T15:09:35,H,1006,0.99
2017-08-13T15:25:49,A,222,0.84
2017-08-13T15:29:01,A,172,0.85
2017-08-13T15:32:26,A,1100,0.54
2017-08-13T15:43:35,A,157,0.85
2017-08-13T16:02:03,H,84,1.0
2017-08-13T16:01:14,H,104,1.0
2017-08-13T16:07:02,H,61,1.0
2017-08-13T16:06:25,A,77,0.87
2017-08-13T16:35:36,H,603,0.99
2017-08-13T16:47:02,H,189,1.0
2017-08-13T16:27:33,H,327,1.0
2017-08-13T16:53:38,A,221,0.84
2017-08-13T16:38:38,H,364,1.0
2017-08-13T17:04:21,A,156,0.85
2017-08-13T17:18:21,A,240,0.83
2017-08-13T17:13:27,H,175,1.0
2017-08-13T17:23:52,H,312,1.0
2017-08-13T17:20:13,H,300,1.0
2017-08-13T17:23:28,A,794,0.66
2017-08-13T16:52:16,H,1638,0.96
2017-08-13T17:09:29,H,217,1.0
2017-08-13T16:56:31,A,1316,0.45
2017-08-13T17:39:44,A,61,0.87
2017-08-13T17:54:51,A,84,0.87
2017-08-13T18:02:06,H,84,1.0
2017-08-13T17:48:07,A,73,0.87
2017-08-13T18:07:48,H,61,1.0
2017-08-13T18:02:35,H,853,0.99
2017-08-13T17:54:04,H,1149,0.98
2017-08-13T18:12:58,H,148,1.0
2017-08-13T18:10:54,H,338,1.0
2017-08-13T18:34:29,A,312,0.81
2017-08-13T18:35:01,H,574,0.99
2017-08-13T18:37:57,A,269,0.83
2017-08-13T19:11:02,H,61,1.0
2017-08-13T19:09:32,A,728,0.69
2017-08-13T19:05:13,A,674,0.71
2017-08-13T18:58:20,H,1072,0.99
2017-08-13T17:54:04,H,2753,0.8
2017-08-13T19:35:24,A,260,0.83
2017-08-13T19:09:31,A,1088,0.55
2017-08-13T19:56:25,A,150,0.85
2017-08-13T19:25:37,A,278,0.82
2017-08-13T19:40:57,A,488,0.77
2017-08-13T19:41:58,A,276,0.82
2017-08-13T19:58:05,H,103,1.0
2017-08-13T19:59:07,H,421,1.0
2017-08-13T20:12:48,H,420,1.0
2017-08-13T19:51:40,A,325,0.81
2017-08-13T19:59:50,A,163,0.85
2017-08-13T20:08:02,H,574,0.99
2017-08-13T20:23:20,H,802,0.99
2017-08-13T20:28:33,H,967,0.99
2017-08-13T20:31:24,H,58,1.0
2017-08-13T20:05:49,A,278,0.82
2017-08-13T20:57:31,A,240,0.83
2017-08-13T20:49:25,H,391,1.0
2017-08-13T20:53:50,H,118,1.0
2017-08-13T21:01:17,A,349,0.81
2017-08-13T21:15:30,H,499,0.99
2017-08-13T21:04:40,H,304,1.0
2017-08-13T21:23:54,H,61,1.0
2017-08-13T21:29:56,H,568,0.99
2017-08-13T21:21:16,A,746,0.68
2017-08-13T21:39:16,A,145,0.85
2017-08-13T21:54,A,156,0.85
2017-08-13T21:39:50,A,182,0.85
2017-08-13T22:28:27,H,61,1.0
2017-08-13T22:22:31,A,437,0.78
2017-08-13T22:28:28,H,547,0.99
2017-08-13T22:34:45,A,445,0.78
2017-08-13T22:40:25,H,139,1.0
2017-08-13T22:55:46,H,300,1.0
2017-08-13T23:00:03,A,206,0.84
2017-08-13T23:15:47,H,258,1.0
2017-08-13T22:43:37,A,846,0.64
2017-08-13T22:37:51,A,400,0.79
2017-08-13T23:33:50,H,262,1.0
2017-08-13T23:29:33,A,242,0.83
2017-08-13T23:37:20,A,742,0.68
2017-08-13T23:45:44,A,843,0.64
2017-08-13T23:56,H,337,1.0